City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Itarema,BR,2022-07-28 03:50:04,-2.9248,-39.9167,77.79,83,83,14.34
294,Bethel,US,2022-07-28 03:49:24,41.3712,-73.414,73.76,82,0,1.01
295,Barra Do Garcas,BR,2022-07-28 03:50:04,-15.89,-52.2567,66.81,39,0,3.24
296,East London,ZA,2022-07-28 03:50:05,-33.0153,27.9116,59.94,88,0,4.61
297,Kyra,RU,2022-07-28 03:50:05,49.5776,111.9753,65.93,54,100,4.05
298,Maine-Soroa,NE,2022-07-28 03:50:06,13.2114,12.0241,78.6,75,100,10.8
299,Lebu,CL,2022-07-28 03:47:37,-37.6167,-73.65,48.58,85,21,4.79
300,Halifax,CA,2022-07-28 03:46:11,44.6453,-63.5724,65.52,85,76,4.61
301,Sinnamary,GF,2022-07-28 03:50:06,5.3833,-52.95,76.42,88,96,5.32
302,Medowie,AU,2022-07-28 03:50:06,-32.7333,151.8667,67.98,48,0,14.97
303,Adrar,MR,2022-07-28 03:50:07,20.5022,-10.0711,94.12,9,0,8.81
304,Lompoc,US,2022-07-28 03:50:07,34.6391,-120.4579,64.54,85,100,12.66
305,Oksfjord,NO,2022-07-28 03:50:08,70.2396,22.3479,50.07,96,100,10.83
306,Kawalu,ID,2022-07-28 03:50:08,-7.3817,108.2082,84.96,59,93,4.9
307,Yaan,NG,2022-07-28 03:50:08,7.3833,8.5667,70.7,97,100,4.99
308,Trelew,AR,2022-07-28 03:50:09,-43.249,-65.3051,39.56,81,3,15.61
309,Northam,GB,2022-07-28 03:50:09,51.0333,-4.2167,56.39,93,100,2.46
310,Awbari,LY,2022-07-28 03:50:09,26.5921,12.7805,77.18,16,0,6.29
311,Yugorsk,RU,2022-07-28 03:50:10,61.3133,63.3319,68.79,45,0,4.52
312,Marataizes,BR,2022-07-28 03:50:10,-21.0433,-40.8244,65.64,81,0,7.23
313,Callaguip,PH,2022-07-28 03:50:10,18.0714,120.4867,86.02,84,75,8.05
314,Kingaroy,AU,2022-07-28 03:50:11,-26.5333,151.8333,63.75,45,1,1.7
315,Steinhagen,DE,2022-07-28 03:50:11,52.0,8.4,52.21,83,100,5.46
316,Montrose,US,2022-07-28 03:50:11,38.4166,-108.2673,67.41,55,100,4.81
317,Klaksvik,FO,2022-07-28 03:50:12,62.2266,-6.589,52.72,91,89,14.2
318,Sembakung,ID,2022-07-28 03:50:12,3.8167,117.25,87.62,66,89,1.95
319,Cidreira,BR,2022-07-28 03:50:13,-30.1811,-50.2056,61.11,88,100,4.81
320,Atar,MR,2022-07-28 03:50:13,20.5169,-13.0499,92.89,19,44,13.04
321,Sangar,RU,2022-07-28 03:50:13,63.9242,127.4739,82.06,47,5,1.54
322,Aquiraz,BR,2022-07-28 03:50:14,-3.9014,-38.3911,78.89,82,95,12.28
323,Walvis Bay,NA,2022-07-28 03:50:14,-22.9575,14.5053,53.1,93,4,1.14
324,Grand Forks,US,2022-07-28 03:51:14,47.9417,-97.4337,58.93,82,20,8.05
325,Pangody,RU,2022-07-28 03:51:15,65.85,74.4859,63.82,55,9,12.64
326,Atherton,GB,2022-07-28 03:49:13,53.5237,-2.4935,60.22,95,100,1.99
327,Lavrentiya,RU,2022-07-28 03:50:45,65.5833,-171.0,41.81,83,100,6.82
328,Ponazyrevo,RU,2022-07-28 03:51:15,58.3578,46.3142,66.67,69,2,6.2
329,Christchurch,NZ,2022-07-28 03:49:09,-43.5333,172.6333,50.92,88,100,8.05
330,Asfi,MA,2022-07-28 03:51:16,32.2994,-9.2372,67.95,84,2,13.38
331,Perez,AR,2022-07-28 03:51:16,-32.9983,-60.7679,55.9,87,100,18.41
332,Port Lincoln,AU,2022-07-28 03:50:41,-34.7333,135.8667,59.68,64,17,7.0
333,Burnie,AU,2022-07-28 03:51:17,-41.0667,145.9167,50.94,62,100,9.78
334,San Miguel,SV,2022-07-28 03:51:17,13.4833,-88.1833,73.15,99,70,2.17
335,Coos Bay,US,2022-07-28 03:51:17,43.3665,-124.2179,63.0,96,100,6.91
336,Cadiz,ES,2022-07-28 03:51:18,36.5,-5.75,66.76,94,0,2.82
337,Guerrero Negro,MX,2022-07-28 03:49:15,27.9769,-114.0611,68.54,83,67,14.79
338,Marigot,MF,2022-07-28 03:51:18,18.0667,-63.0833,81.05,69,20,13.8
339,Monki,PL,2022-07-28 03:51:19,53.405,22.7979,51.84,86,1,4.68
340,Kemise,ET,2022-07-28 03:51:19,10.7167,39.8667,66.76,83,86,6.62
341,Pozo Colorado,PY,2022-07-28 03:51:19,-23.4923,-58.7972,72.79,34,21,5.19
342,Gramsh,AL,2022-07-28 03:51:20,40.8697,20.1844,73.71,64,20,6.35
343,Te Anau,NZ,2022-07-28 03:51:20,-45.4167,167.7167,41.72,98,100,1.39
344,Todos Santos,MX,2022-07-28 03:51:21,23.45,-110.2167,80.04,82,49,6.42
345,Urumqi,CN,2022-07-28 03:48:51,43.801,87.6005,88.75,16,0,6.71
346,Kununurra,AU,2022-07-28 03:51:21,-15.7667,128.7333,80.58,18,5,10.36
347,La Tuque,CA,2022-07-28 03:51:21,47.4334,-72.7824,66.45,77,76,2.3
348,Krasnyy Klyuch,RU,2022-07-28 03:51:22,55.3863,56.6529,66.04,59,3,6.31
349,Volno-Nadezhdinskoye,RU,2022-07-28 03:51:22,43.3833,131.9917,78.28,73,40,11.18
350,Ayan,RU,2022-07-28 03:51:23,56.45,138.1667,59.77,87,31,10.16
351,Juegang,CN,2022-07-28 03:51:23,32.3174,121.1855,89.35,72,0,7.47
352,Airai,TL,2022-07-28 03:51:23,-8.9266,125.4092,71.01,46,13,5.44
353,Mecca,SA,2022-07-28 03:51:16,21.4267,39.8261,87.01,60,83,11.21
354,Nago,JP,2022-07-28 03:51:24,26.5881,127.9761,88.23,74,87,13.98
355,Talnakh,RU,2022-07-28 03:51:24,69.4865,88.3972,58.21,60,91,12.95
356,Tadine,NC,2022-07-28 03:51:24,-21.55,167.8833,71.55,70,91,12.95
357,Goundam,ML,2022-07-28 03:51:25,16.4145,-3.6708,87.12,57,3,22.53
358,Antofagasta,CL,2022-07-28 03:48:09,-23.65,-70.4,56.48,84,83,8.19
359,Yangjiang,CN,2022-07-28 03:51:25,21.85,111.9667,91.35,60,6,3.4
360,Krasnoye,UA,2022-07-28 03:51:26,49.9145,24.6134,59.65,86,92,2.86
361,Dicabisagan,PH,2022-07-28 03:51:26,17.0818,122.4157,88.84,62,100,2.35
362,Bikaner,IN,2022-07-28 03:51:26,28.0167,73.3,86.4,69,57,15.12
363,San Felipe,VE,2022-07-28 03:51:27,10.3399,-68.7425,72.23,98,68,1.25
364,Kargasok,RU,2022-07-28 03:51:27,59.0556,80.8572,69.35,74,45,10.98
365,Douentza,ML,2022-07-28 03:51:28,14.9951,-2.9517,84.2,57,56,15.79
366,Ilulissat,GL,2022-07-28 03:49:41,69.2167,-51.1,44.62,93,100,1.14
367,Seymchan,RU,2022-07-28 03:51:28,62.8833,152.4333,65.95,33,78,5.12
368,Westport,US,2022-07-28 03:51:28,41.1415,-73.3579,76.08,89,0,6.91
369,Hurbanovo,SK,2022-07-28 03:52:29,47.8698,18.1923,68.05,87,51,2.28
370,Chicama,PE,2022-07-28 03:52:29,-7.8447,-79.1469,57.74,86,39,6.53
371,Kushmurun,KZ,2022-07-28 03:52:29,52.4503,64.6311,64.69,67,66,19.26
372,Aksarka,RU,2022-07-28 03:52:30,66.5606,67.7975,68.86,50,67,10.78
373,Puerto Del Rosario,ES,2022-07-28 03:52:30,28.5004,-13.8627,73.15,73,75,18.41
374,Charters Towers,AU,2022-07-28 03:52:30,-20.1,146.2667,71.13,23,0,9.06
375,Ucluelet,CA,2022-07-28 03:51:12,48.9329,-125.5528,61.09,91,30,1.99
376,Nouadhibou,MR,2022-07-28 03:52:31,20.931,-17.0347,73.38,83,4,24.16
377,Sertania,BR,2022-07-28 03:52:31,-8.0736,-37.2644,60.58,92,8,4.25
378,Coahuayana,MX,2022-07-28 03:52:32,18.7333,-103.6833,77.67,85,97,2.08
379,Maniitsoq,GL,2022-07-28 03:52:32,65.4167,-52.9,41.23,85,39,9.93
380,Ayia Galini,GR,2022-07-28 03:52:33,35.1,24.6833,79.84,45,0,6.29
381,Huilong,CN,2022-07-28 03:52:33,31.8111,121.655,86.85,76,0,12.21
382,Kizema,RU,2022-07-28 03:52:33,61.113,44.8302,68.79,78,50,7.25
383,Fairbanks,US,2022-07-28 03:51:31,64.8378,-147.7164,61.61,60,75,13.8
384,Apam,GH,2022-07-28 03:52:34,5.2848,-0.7371,74.73,87,69,12.95
385,Juntas,CR,2022-07-28 03:52:34,10.2809,-84.9595,75.63,92,99,2.1
386,Wadi Maliz,TN,2022-07-28 03:52:35,36.4681,8.5495,74.86,74,0,2.13
387,Mumford,GH,2022-07-28 03:52:35,5.2618,-0.759,74.75,86,67,13.35
388,Sechura,PE,2022-07-28 03:51:48,-5.5569,-80.8222,63.52,82,25,15.28
389,Hervey Bay,AU,2022-07-28 03:47:47,-25.2986,152.8535,66.7,54,3,9.31
390,Frederick,US,2022-07-28 03:52:35,39.4668,-77.3997,79.61,91,0,5.75
391,Axim,GH,2022-07-28 03:52:36,4.8699,-2.2405,75.45,82,97,12.75
392,Egvekinot,RU,2022-07-28 03:52:36,66.3167,-179.1667,39.65,82,100,4.52
393,Bangangte,CM,2022-07-28 03:52:36,5.1409,10.5198,61.68,99,100,3.13
394,Peniche,PT,2022-07-28 03:52:37,39.3558,-9.3811,65.28,90,3,10.63
395,Kailua,US,2022-07-28 03:52:37,21.4022,-157.7394,84.18,68,0,9.22
396,Owando,CG,2022-07-28 03:52:38,-0.4819,15.8999,70.95,75,100,3.58
397,Jumla,NP,2022-07-28 03:52:38,29.2747,82.1838,67.68,84,100,3.27
398,Sortland,NO,2022-07-28 03:52:39,68.6949,15.4162,48.16,90,85,3.29
399,Kosh-Agach,RU,2022-07-28 03:52:39,50.0,88.6667,66.13,36,7,2.21
400,Douglas,US,2022-07-28 03:50:25,41.3,-96.167,77.88,69,0,5.75
401,Uige,AO,2022-07-28 03:52:39,-7.6087,15.0613,60.69,90,95,1.92
402,Mayo,US,2022-07-28 03:48:35,38.8876,-76.5119,82.35,88,0,3.44
403,Brigantine,US,2022-07-28 03:52:40,39.4101,-74.3646,75.4,85,0,4.61
404,Slobodskoy,RU,2022-07-28 03:52:40,58.7322,50.1772,63.63,63,1,3.27
405,Tezu,IN,2022-07-28 03:52:41,27.9167,96.1667,79.32,96,99,0.98
406,Aripuana,BR,2022-07-28 03:52:41,-9.1667,-60.6333,72.16,48,5,1.61
407,San Borja,BO,2022-07-28 03:52:42,-14.8167,-66.85,74.64,66,40,2.48
408,Tiznit,MA,2022-07-28 03:52:42,29.5833,-9.5,73.31,57,0,2.08
409,Constantine,DZ,2022-07-28 03:52:42,36.365,6.6147,71.01,64,0,5.75
410,Carazinho,BR,2022-07-28 03:52:43,-28.2839,-52.7864,60.28,88,87,7.2
411,Turayf,SA,2022-07-28 03:53:43,31.6725,38.6637,71.85,40,0,6.91
412,Mandiana,GN,2022-07-28 03:53:43,10.6333,-8.6833,70.11,95,39,8.12
413,Bilibino,RU,2022-07-28 03:53:44,68.0546,166.4372,54.27,43,100,2.64
414,Mahon,ES,2022-07-28 03:52:56,39.8885,4.2658,72.16,78,0,0.0
415,Nongpoh,IN,2022-07-28 03:53:44,25.9,91.8833,84.58,73,49,3.74
416,Nunkini,MX,2022-07-28 03:53:45,20.3333,-90.1833,75.13,88,100,5.64
417,Colmenar Viejo,ES,2022-07-28 03:50:00,40.6591,-3.7676,77.72,45,0,3.89
418,Monrovia,LR,2022-07-28 03:53:45,6.3005,-10.7969,74.97,84,99,10.56
419,Bengkulu,ID,2022-07-28 03:53:45,-3.8004,102.2655,84.9,65,52,3.0
420,Konganapuram,IN,2022-07-28 03:51:27,11.5833,77.9167,83.08,68,88,3.31
421,Huarmey,PE,2022-07-28 03:53:46,-10.0681,-78.1522,62.55,86,26,9.28
422,Amahai,ID,2022-07-28 03:53:46,-3.3333,128.9167,78.17,89,95,10.89
423,Quelimane,MZ,2022-07-28 03:53:46,-17.8786,36.8883,60.17,82,0,3.0
424,Gangakher,IN,2022-07-28 03:53:47,18.95,76.75,83.26,67,100,4.07
425,Qarqin,AF,2022-07-28 03:53:47,37.4185,66.0436,96.87,20,0,18.5
426,Goderich,CA,2022-07-28 03:53:48,43.7501,-81.7165,73.72,83,0,11.5
427,Sao Joao Da Barra,BR,2022-07-28 03:53:22,-21.6403,-41.0511,68.34,85,0,10.6
428,Nouakchott,MR,2022-07-28 03:50:33,18.0858,-15.9785,80.53,82,82,22.15
429,Tessalit,ML,2022-07-28 03:53:48,20.1986,1.0114,92.17,23,67,10.54
430,Chegdomyn,RU,2022-07-28 03:53:49,51.1167,133.0167,83.16,55,100,5.23
431,Pathein,MM,2022-07-28 03:50:22,16.7833,94.7333,89.37,61,12,9.8
432,Dombasle-Sur-Meurthe,FR,2022-07-28 03:53:49,48.6252,6.3497,57.34,64,0,2.3
433,Pitimbu,BR,2022-07-28 03:53:25,-7.4706,-34.8086,72.19,85,93,8.57
434,Kurri Kurri,AU,2022-07-28 03:53:50,-32.8167,151.4833,67.78,55,6,4.54
435,Dickinson,US,2022-07-28 03:51:31,29.4608,-95.0513,85.08,81,20,6.91
436,Atbasar,KZ,2022-07-28 03:53:50,51.8,68.3333,73.13,58,10,15.99
437,Sakakah,SA,2022-07-28 03:53:50,29.9697,40.2064,85.57,13,6,9.28
438,Pisco,PE,2022-07-28 03:53:51,-13.7,-76.2167,59.05,82,20,3.44
439,Margate,GB,2022-07-28 03:53:51,51.3813,1.3862,62.91,76,100,4.0
440,Ahipara,NZ,2022-07-28 03:53:51,-35.1667,173.1667,57.49,83,43,14.05
441,Urucara,BR,2022-07-28 03:53:52,-2.5364,-57.76,76.96,71,100,2.75
442,Yorkton,CA,2022-07-28 03:53:52,51.2167,-102.4677,57.04,77,75,5.75
443,Emba,KZ,2022-07-28 03:53:52,48.8264,58.1442,73.49,55,17,9.53
444,Leningradskiy,RU,2022-07-28 03:50:21,69.3833,178.4167,39.06,79,95,7.56
445,Fuerte,PH,2022-07-28 03:53:53,17.5381,120.3644,88.11,68,99,3.02
446,Kiruna,SE,2022-07-28 03:53:53,67.8557,20.2251,47.32,76,100,8.05
447,Dudinka,RU,2022-07-28 03:53:54,69.4058,86.1778,58.62,58,75,9.98
448,Uren,RU,2022-07-28 03:53:54,57.4552,45.7852,66.72,70,62,6.22
449,Umm Bab,QA,2022-07-28 03:53:54,25.2142,50.8072,89.82,66,100,12.55
450,Katherine,AU,2022-07-28 03:50:06,-14.4667,132.2667,82.72,32,20,14.97
451,Santa Catarina De Tepehuanes,MX,2022-07-28 03:53:55,25.35,-105.7333,62.85,89,100,2.51
452,Guanajuato,MX,2022-07-28 03:49:03,21.0186,-101.2591,57.99,82,99,3.91
453,Soto La Marina,MX,2022-07-28 03:53:55,23.7667,-98.2167,80.78,88,99,6.33
454,Moerai,PF,2022-07-28 03:53:56,-22.4333,-151.3333,71.89,70,99,24.45
455,Snyder,US,2022-07-28 03:53:56,32.7179,-100.9176,91.09,23,0,9.22
456,San Rafael,AR,2022-07-28 03:53:56,-34.6177,-68.3301,44.1,72,46,3.36
457,Naze,JP,2022-07-28 03:53:49,28.3667,129.4833,86.92,82,68,15.79
458,Parfenyevo,RU,2022-07-28 03:54:57,58.484,43.4088,66.38,93,99,6.6
459,Port-Gentil,GA,2022-07-28 03:54:57,-0.7193,8.7815,74.75,80,96,13.51
460,Kavaratti,IN,2022-07-28 03:53:26,10.5669,72.642,78.55,87,100,17.47
461,Flinders,AU,2022-07-28 03:54:58,-34.5833,150.8552,68.18,52,12,8.01
462,Puerto Colombia,CO,2022-07-28 03:54:58,10.9878,-74.9547,80.69,85,74,17.45
463,Salalah,OM,2022-07-28 03:54:58,17.0151,54.0924,75.06,96,100,9.53
464,Santa Maria,BR,2022-07-28 03:54:59,-29.6842,-53.8069,60.1,100,40,0.0
465,Vincennes,FR,2022-07-28 03:54:59,48.85,2.4333,63.97,61,0,4.61
466,Kosa,RU,2022-07-28 03:54:59,59.9445,54.9977,64.56,60,27,2.42
467,Cap Malheureux,MU,2022-07-28 03:55:00,-19.9842,57.6142,69.48,76,2,5.01
468,Williston,US,2022-07-28 03:53:56,48.147,-103.618,66.31,58,7,5.39
469,Cosamaloapan,MX,2022-07-28 03:55:00,18.3667,-95.8,74.62,92,99,2.55
470,Male,MV,2022-07-28 03:50:31,4.1748,73.5089,84.15,74,75,12.66
471,Natal,BR,2022-07-28 03:55:01,-5.795,-35.2094,73.62,94,0,5.75
472,Belmonte,BR,2022-07-28 03:53:18,-15.8631,-38.8828,69.21,79,1,4.5
473,Culiacan,MX,2022-07-28 03:55:01,24.7994,-107.3897,75.63,88,100,7.63
474,Badou,TG,2022-07-28 03:55:01,7.5833,0.6,70.83,98,83,3.38
475,Loreto,MX,2022-07-28 03:55:02,22.2667,-101.9667,64.29,64,92,11.21
476,Kutum,SD,2022-07-28 03:54:30,14.2,24.6667,72.34,66,89,4.94
477,General Roca,AR,2022-07-28 03:55:02,-39.0333,-67.5833,44.62,64,1,15.82
478,Agutaya,PH,2022-07-28 03:55:03,11.148,120.9417,83.98,75,92,9.55
479,Alekseyevsk,RU,2022-07-28 03:55:03,57.8406,108.3492,67.17,82,100,0.6
480,Lardos,GR,2022-07-28 03:55:04,36.0942,28.0157,76.95,62,0,6.22
481,Henties Bay,NA,2022-07-28 03:55:04,-22.116,14.2845,52.59,84,1,1.23
482,Boz,FR,2022-07-28 03:55:04,46.4071,4.9109,61.14,77,1,1.95
483,Bairiki,KI,2022-07-28 03:55:05,1.3292,172.9752,86.0,70,40,13.8
484,Husavik,IS,2022-07-28 03:55:05,66.0449,-17.3389,52.09,82,25,9.69
485,Bambanglipuro,ID,2022-07-28 03:55:06,-7.95,110.2833,82.89,71,73,11.65
486,Palu,ID,2022-07-28 03:54:29,-0.8917,119.8707,84.83,78,83,2.53
487,Ukiah,US,2022-07-28 03:55:06,39.1502,-123.2078,87.69,23,0,6.91
488,Santa Cruz De Tenerife,ES,2022-07-28 03:55:06,28.4682,-16.2546,73.62,91,100,24.16
489,Linqiong,CN,2022-07-28 03:55:07,30.4159,103.4609,85.82,67,74,2.95
490,Pasichna,UA,2022-07-28 03:55:07,48.5715,24.43,57.65,81,58,2.01
491,Wetteren,BE,2022-07-28 03:55:07,50.9934,3.8721,57.09,74,65,8.34
492,Qui Nhon,VN,2022-07-28 03:55:08,13.7667,109.2333,87.04,65,9,7.25
493,Basar,IN,2022-07-28 03:55:08,27.9833,94.6667,80.04,85,83,2.19
494,Ihosy,MG,2022-07-28 03:55:09,-22.4,46.1167,56.7,86,59,5.37
495,Karratha,AU,2022-07-28 03:54:25,-20.7377,116.8463,79.86,36,0,18.14
496,Songjianghe,CN,2022-07-28 03:50:47,42.1859,127.479,84.43,43,99,5.88
497,Urengoy,RU,2022-07-28 03:55:09,65.9667,78.3667,58.41,62,74,14.23
498,Inuvik,CA,2022-07-28 03:55:10,68.3499,-133.7218,58.06,61,75,3.44
499,Kamenka,RU,2022-07-28 03:53:14,51.3223,42.7678,71.08,65,99,5.5
500,Liyang,CN,2022-07-28 03:55:10,29.7057,118.2862,98.67,46,3,1.9
501,Minab,IR,2022-07-28 03:55:10,27.1467,57.0801,87.87,71,91,3.13
502,Ocean City,US,2022-07-28 03:53:17,39.2776,-74.5746,77.29,89,99,7.63
503,Farafangana,MG,2022-07-28 03:55:11,-22.8167,47.8333,65.5,83,37,4.99
504,Medea,DZ,2022-07-28 03:56:11,36.2642,2.7539,67.19,65,0,0.78
505,Corinto,GR,2022-07-28 03:56:12,37.9407,22.9573,80.89,53,0,3.74
506,Puerto Leguizamo,CO,2022-07-28 03:56:12,-0.1934,-74.7819,68.56,99,90,1.68
507,Anadyr,RU,2022-07-28 03:56:12,64.75,177.4833,48.7,87,75,22.37
508,Dingle,PH,2022-07-28 03:56:13,10.9995,122.6711,87.67,70,99,11.12
509,La Primavera,CO,2022-07-28 03:56:13,5.4906,-70.4092,73.65,94,98,8.28
510,Kroya,ID,2022-07-28 03:56:13,-7.6331,109.2461,83.3,70,63,6.42
511,San Quintin,MX,2022-07-28 03:56:14,30.4833,-115.95,67.12,87,6,11.32
512,Lethem,GY,2022-07-28 03:56:14,3.3803,-59.7968,73.42,94,100,1.81
513,Winton,US,2022-07-28 03:56:14,37.3894,-120.6133,87.98,32,44,12.08
514,Odweyne,SO,2022-07-28 03:56:15,9.4092,45.064,70.68,51,30,19.44
515,Lasa,IT,2022-07-28 03:52:41,46.6166,10.7002,56.7,92,75,2.3
516,Lucea,JM,2022-07-28 03:56:15,18.451,-78.1736,82.26,77,37,11.92
517,Borogontsy,RU,2022-07-28 03:56:16,62.6683,131.1683,88.7,35,24,3.65
518,Lafia,NG,2022-07-28 03:56:16,8.4833,8.5167,73.18,96,100,5.79
519,Palembang,ID,2022-07-28 03:54:12,-2.9167,104.7458,86.09,74,40,4.61
520,Takestan,IR,2022-07-28 03:56:17,36.0696,49.6959,73.53,73,15,9.82
521,Karla,EE,2022-07-28 03:56:17,59.3723,24.9275,58.57,95,75,5.75
522,Nome,US,2022-07-28 03:56:17,64.5011,-165.4064,53.17,84,57,11.97
523,Vengerovo,RU,2022-07-28 03:56:18,55.6848,76.7471,72.41,71,98,7.54
524,Clyde River,CA,2022-07-28 03:52:13,70.4692,-68.5914,37.63,100,100,5.75
525,Kembe,CF,2022-07-28 03:56:18,4.6228,21.8865,68.67,98,100,2.17
526,Rosetta,EG,2022-07-28 03:56:19,31.4044,30.4164,77.27,72,0,2.66
527,Bay Roberts,CA,2022-07-28 03:56:19,47.5999,-53.2648,64.33,93,10,5.99
528,Eureka,US,2022-07-28 03:55:02,40.8021,-124.1637,59.2,86,13,1.99
529,Kirtipur,NP,2022-07-28 03:56:19,27.6667,85.2833,73.33,83,75,3.44
530,Kondol,RU,2022-07-28 03:56:20,52.8189,45.058,70.2,73,3,6.91
531,Basoko,CD,2022-07-28 03:56:20,1.2391,23.616,70.81,94,97,3.42
532,Acapulco,MX,2022-07-28 03:51:35,16.8634,-99.8901,77.92,86,98,4.74
533,Hobyo,SO,2022-07-28 03:52:15,5.3505,48.5268,75.47,77,99,22.12
534,Shache,CN,2022-07-28 03:55:59,38.4167,77.2406,96.15,14,5,9.55
535,Agirish,RU,2022-07-28 03:56:21,61.9247,63.0231,68.54,41,0,5.37
536,Rajampet,IN,2022-07-28 03:56:21,14.1833,79.1667,86.79,63,74,3.15
537,Cockburn Town,TC,2022-07-28 03:52:13,21.4612,-71.1419,81.16,77,0,20.92
538,Ikwiriri,TZ,2022-07-28 03:56:22,-7.9562,38.9716,67.82,95,94,3.71
539,Kislyakovskaya,RU,2022-07-28 03:56:22,46.4417,39.675,71.98,62,0,5.84
540,Kuminskiy,RU,2022-07-28 03:56:22,58.6667,66.5667,62.65,63,100,10.92
541,Fortuna,US,2022-07-28 03:54:55,40.5982,-124.1573,58.93,85,7,4.76
542,Saldanha,ZA,2022-07-28 03:53:28,-33.0117,17.9442,42.85,69,0,7.58
543,Lotofaga,WS,2022-07-28 03:56:23,-13.9764,-171.8578,85.78,69,1,17.05
544,Rangapara,IN,2022-07-28 03:56:23,26.8167,92.65,85.15,79,45,4.83
545,Sibolga,ID,2022-07-28 03:52:46,1.7427,98.7792,86.5,56,26,4.05
546,Raca,RS,2022-07-28 03:56:24,44.2271,20.9775,67.01,71,96,2.08
547,Touba,CI,2022-07-28 03:56:24,8.2833,-7.6833,69.13,91,67,8.28
548,Kudahuvadhoo,MV,2022-07-28 03:56:25,2.6708,72.8944,82.54,73,98,14.97
549,Erzin,TR,2022-07-28 03:57:25,36.9559,36.2,80.2,47,0,0.49
550,Hami,CN,2022-07-28 03:57:25,42.8,93.45,94.21,9,0,7.02
551,San Roque,ES,2022-07-28 03:57:26,36.2107,-5.3842,70.63,68,0,13.8
552,Lazaro Cardenas,MX,2022-07-28 03:57:26,17.9583,-102.2,79.9,80,100,4.03
