City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
345,Reconquista,AR,-29.15,-59.65,47.91,60,0,7.72,light rain
346,Ler,SS,8.3018,30.1418,70.34,93,98,2.82,overcast clouds
347,Ngunguru,NZ,-35.6167,174.5,58.59,71,28,6.15,scattered clouds
348,Bonfim,BR,3.0833,-59.95,74.89,91,100,4.5,overcast clouds
349,Aksu,CN,41.1231,80.2644,90.43,22,100,1.16,overcast clouds
350,Panguna,PG,-6.3164,155.4848,77.34,73,83,3.42,light rain
351,Tabas,IR,33.5959,56.9244,97.59,20,82,0.43,broken clouds
352,Robertsport,LR,6.7533,-11.3686,76.15,70,49,9.75,scattered clouds
353,Quatre Cocos,MU,-20.2078,57.7625,74.08,67,6,15.55,clear sky
354,Grabouw,ZA,-34.1515,19.0151,54.0,84,72,18.72,broken clouds
355,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,72.19,43,75,11.18,light rain
356,Cockburn Town,TC,21.4612,-71.1419,81.41,75,86,20.67,overcast clouds
357,Haines Junction,CA,60.7522,-137.5108,60.75,59,98,3.44,overcast clouds
358,Ravar,IR,31.2656,56.8055,88.41,42,81,4.52,broken clouds
359,Jaisalmer,IN,26.9147,70.9181,84.9,68,100,21.32,overcast clouds
360,Husavik,IS,66.0449,-17.3389,45.0,95,100,13.38,overcast clouds
361,La Palma,US,33.8464,-118.0467,78.94,80,40,5.75,scattered clouds
362,Cassilandia,BR,-19.1133,-51.7342,66.54,34,76,4.81,broken clouds
363,Grand Gaube,MU,-20.0064,57.6608,74.37,59,0,11.01,clear sky
364,Marsaxlokk,MT,35.8419,14.5431,81.21,89,20,4.61,few clouds
365,Erdenet,MN,49.0333,104.0833,65.08,64,90,8.61,overcast clouds
366,Grado,ES,43.388,-6.0743,65.25,92,40,2.3,scattered clouds
367,Estelle,US,29.8458,-90.1067,80.58,86,0,0.0,clear sky
368,Yanam,IN,16.7333,82.2167,93.88,52,20,1.36,few clouds
369,Sangar,RU,63.9242,127.4739,84.67,42,4,1.25,clear sky
370,Adrar,MR,20.5022,-10.0711,88.2,38,54,21.99,broken clouds
371,Mirnyy,RU,62.5353,113.9611,89.24,31,69,11.01,broken clouds
372,Morwa,IN,22.9,73.8333,85.35,71,96,8.39,overcast clouds
373,Fukue,JP,32.6881,128.8419,89.96,58,20,8.05,few clouds
374,Ponta Delgada,PT,37.7333,-25.6667,72.32,83,75,4.61,broken clouds
375,Bairiki,KI,1.3292,172.9752,84.2,74,40,8.05,scattered clouds
376,Sorland,NO,67.667,12.6934,53.96,89,100,15.23,overcast clouds
377,Troitsk,RU,54.0979,61.5773,63.57,76,100,16.02,overcast clouds
378,La Ligua,CL,-32.4524,-71.2311,52.7,46,0,0.89,clear sky
379,Ulaanbaatar,MN,47.9077,106.8832,69.93,40,40,6.71,scattered clouds
380,Olinda,BR,-8.0089,-34.8553,73.13,88,40,1.14,scattered clouds
381,Shilka,RU,51.85,116.0333,74.01,53,78,7.94,broken clouds
382,Ahtopol,BG,42.1,27.95,76.46,77,1,11.79,clear sky
383,Ca Mau,VN,9.1769,105.15,92.25,54,21,7.58,few clouds
384,Kapoeta,SS,4.7717,33.5903,72.0,81,88,2.57,light rain
385,Coahuayana,MX,18.7333,-103.6833,75.9,91,99,2.84,overcast clouds
386,Tocopilla,CL,-22.092,-70.1979,62.15,66,25,10.69,scattered clouds
387,Nelson Bay,AU,-32.7167,152.15,61.0,50,19,11.01,few clouds
388,Shitanjing,CN,39.2342,106.3439,89.47,16,3,11.68,clear sky
389,Richards Bay,ZA,-28.783,32.0377,65.44,77,2,14.83,clear sky
390,Puli,TW,23.9664,120.9695,88.41,59,16,7.29,few clouds
391,Bowen,AU,-20.0167,148.2333,69.37,57,81,13.58,broken clouds
392,Nieves,PH,15.3274,120.9485,90.91,62,79,6.31,broken clouds
393,Sokolo,ML,14.7328,-6.1219,74.16,86,100,5.5,moderate rain
394,Poli,TZ,-3.3333,36.8,56.86,89,95,5.06,overcast clouds
395,Ulladulla,AU,-35.35,150.4667,56.41,45,8,11.39,clear sky
396,Hami,CN,42.8,93.45,97.02,12,100,3.42,overcast clouds
397,Clyde River,CA,70.4692,-68.5914,35.83,100,100,11.5,light rain
398,Privolzhskiy,RU,51.4,46.0333,72.01,73,4,2.89,clear sky
399,Saint-Louis,SN,16.3333,-15.0,79.54,69,64,16.53,broken clouds
400,Flin Flon,CA,54.7682,-101.865,60.69,64,61,7.2,broken clouds
401,Rong Kwang,TH,18.339,100.3174,89.08,61,98,3.8,overcast clouds
402,Tiznit,MA,29.5833,-9.5,71.46,58,0,1.77,clear sky
403,Solwezi,ZM,-12.1688,26.3894,49.87,68,74,4.05,broken clouds
404,San Isidro,PE,-12.1167,-77.05,59.02,90,100,3.44,overcast clouds
405,Nouadhibou,MR,20.931,-17.0347,70.79,83,22,24.65,few clouds
406,Yuancheng,CN,36.652,107.7896,82.17,39,26,13.85,scattered clouds
407,Lata,PT,40.1629,-8.3327,56.25,97,24,2.8,few clouds
408,Puerto Escondido,MX,15.85,-97.0667,78.37,86,96,4.14,overcast clouds
409,Aknashen,AM,40.0955,44.286,83.62,39,0,9.22,clear sky
410,Mexico,PH,15.0646,120.7198,91.11,62,77,7.52,broken clouds
411,Sola,VU,-13.8833,167.55,80.19,77,95,10.45,overcast clouds
412,Eureka,US,40.8021,-124.1637,60.21,89,76,1.01,broken clouds
413,San Buenaventura,MX,27.0833,-101.5333,89.47,44,53,14.65,broken clouds
414,Pemangkat,ID,1.1667,108.9667,82.45,77,54,2.24,broken clouds
415,Muncar,ID,-8.4333,114.3333,82.74,65,100,11.79,overcast clouds
416,Bahia Blanca,AR,-38.7196,-62.2724,44.73,58,1,7.36,clear sky
417,Saint-Pierre,RE,-21.3393,55.4781,73.29,64,0,9.22,clear sky
418,Thompson,CA,55.7435,-97.8558,55.56,76,40,0.0,scattered clouds
419,Fairbanks,US,64.8378,-147.7164,66.09,55,20,9.22,few clouds
420,Hastings,GB,50.8552,0.5729,62.92,94,46,9.06,scattered clouds
421,Constitucion,CL,-35.3333,-72.4167,46.78,82,0,7.36,clear sky
422,Alofi,NU,-19.0595,-169.9187,76.89,83,19,11.5,few clouds
423,Islampur,IN,26.2667,88.2,90.54,60,45,4.68,scattered clouds
424,Marfino,RU,55.7028,37.3822,64.65,67,0,8.95,clear sky
425,Baykit,RU,61.67,96.37,74.77,74,100,9.35,overcast clouds
426,Khuzdar,PK,27.7384,66.6434,79.18,69,93,4.5,overcast clouds
427,Vaitape,PF,-16.5167,-151.75,79.27,74,3,21.9,clear sky
428,Arona,ES,28.0996,-16.681,68.7,79,20,20.71,few clouds
429,Honningsvag,NO,70.9821,25.9704,49.75,76,75,9.22,broken clouds
430,Shihezi,CN,44.3,86.0333,92.17,22,100,10.6,overcast clouds
431,Yulara,AU,-25.2406,130.9889,69.78,14,95,10.92,overcast clouds
432,Kinablangan,PH,7.6947,126.5503,85.91,73,100,7.23,overcast clouds
433,Vanimo,PG,-2.6741,141.3028,84.74,69,92,9.98,overcast clouds
434,Gornyak,RU,50.9942,81.4661,89.92,26,41,8.25,moderate rain
435,Jiblah,YE,13.9216,44.1467,68.09,57,96,2.39,overcast clouds
436,Mount Gambier,AU,-37.8333,140.7667,54.12,52,58,2.75,broken clouds
437,Newport,GB,51.5877,-2.9984,60.46,84,40,3.02,scattered clouds
438,Cozumel,MX,20.5083,-86.9458,81.84,79,21,11.99,few clouds
439,Hambantota,LK,6.1241,81.1185,84.54,84,75,0.0,moderate rain
440,Sao Filipe,CV,14.8961,-24.4956,77.47,80,1,12.55,clear sky
441,Key West,US,24.5557,-81.7826,84.2,73,40,11.5,light rain
442,Escarcega,MX,18.6089,-90.7454,74.66,74,65,3.44,broken clouds
443,Namtsy,RU,62.7161,129.6658,92.73,27,3,4.81,clear sky
444,Japura,ID,-0.3167,102.35,88.59,57,100,4.56,moderate rain
445,Margate,GB,51.3813,1.3862,63.7,89,48,3.0,scattered clouds
446,Kathu,TH,7.9178,98.3332,87.62,68,53,3.8,broken clouds
447,Natchez,US,31.5604,-91.4032,75.42,94,0,5.75,clear sky
448,Dagua,CO,3.6569,-76.6886,66.7,98,97,0.72,overcast clouds
449,Galion,US,40.7337,-82.7899,72.01,88,99,4.9,overcast clouds
450,Tanout,NE,14.9709,8.8879,76.42,67,97,11.65,overcast clouds
451,Gravdal,NO,68.1214,13.5031,51.69,100,75,11.5,broken clouds
452,Kochevo,RU,59.5994,54.3125,73.38,51,12,2.59,few clouds
453,Mbandaka,CD,0.0487,18.2603,71.01,81,94,3.24,overcast clouds
454,Kropotkin,RU,45.4375,40.5756,85.35,35,0,0.63,clear sky
455,Kamiiso,JP,41.8167,140.65,77.38,78,75,9.22,broken clouds
456,Rocha,UY,-34.4833,-54.3333,48.67,93,100,21.39,overcast clouds
457,Pokhara,NP,28.2333,83.9833,78.6,80,95,2.26,overcast clouds
458,Warah,PK,27.4481,67.7978,95.68,51,99,4.63,overcast clouds
459,Kangaatsiaq,GL,68.3065,-53.4641,40.39,91,100,3.42,overcast clouds
460,Znamenskoye,RU,57.1281,73.8282,72.23,50,55,11.48,broken clouds
461,Yozgat,TR,39.5833,35.3333,69.39,46,0,8.01,clear sky
462,Touros,BR,-5.1989,-35.4608,74.01,89,85,10.71,overcast clouds
463,Labuhan,ID,-6.8844,112.2051,87.13,56,97,10.13,overcast clouds
464,Huilong,CN,31.8111,121.655,86.16,70,21,13.13,few clouds
465,Beberibe,BR,-4.1797,-38.1306,75.63,85,42,11.23,scattered clouds
466,Lloydminster,CA,53.2835,-110.0016,68.22,68,0,9.22,clear sky
467,Udachnyy,RU,66.4167,112.4,84.45,39,29,7.94,scattered clouds
468,Ojinaga,MX,29.5667,-104.4167,79.75,69,75,5.75,broken clouds
469,Omsukchan,RU,62.5333,155.8,52.52,61,82,5.93,broken clouds
470,Dunedin,NZ,-45.8742,170.5036,47.8,73,97,10.47,overcast clouds
471,Baghdad,IQ,33.3406,44.4009,93.11,18,0,8.05,clear sky
472,Juan Lacaze,UY,-34.4342,-57.4381,45.12,67,6,15.77,clear sky
473,Chicama,PE,-7.8447,-79.1469,57.74,86,29,5.37,scattered clouds
474,Pontal Do Parana,BR,-25.6533,-48.5128,68.99,67,100,5.46,overcast clouds
475,Akhmeta,GE,42.0311,45.2075,75.72,60,92,4.32,overcast clouds
476,Flinders,AU,-34.5833,150.8552,58.05,51,6,12.91,clear sky
477,Niceville,US,30.5169,-86.4822,85.95,80,75,4.61,broken clouds
478,Luena,AO,-11.7833,19.9167,54.82,42,80,2.73,broken clouds
479,Wladyslawowo,PL,54.7909,18.4009,65.01,66,3,6.71,clear sky
480,Saint George,US,37.1041,-113.5841,82.94,58,0,11.5,clear sky
481,Darnah,LY,32.767,22.6367,80.31,73,0,15.14,clear sky
482,Klaksvik,FO,62.2266,-6.589,52.72,86,100,18.28,overcast clouds
483,Tignere,CM,7.3667,12.65,63.68,98,100,2.13,light rain
484,Cayenne,GF,4.9333,-52.3333,76.08,1,75,0.0,broken clouds
485,Alihe,CN,50.5667,123.7167,80.53,53,100,5.1,overcast clouds
486,Channel-Port Aux Basques,CA,47.5702,-59.1367,61.93,89,17,10.85,few clouds
487,Northam,GB,51.0333,-4.2167,57.38,85,33,3.91,scattered clouds
488,Moranbah,AU,-22.0016,148.0466,67.42,44,7,10.98,clear sky
489,Puerto Baquerizo Moreno,EC,-0.9,-89.6,69.67,86,95,10.49,overcast clouds
490,Trairi,BR,-3.2778,-39.2689,77.2,85,97,9.89,overcast clouds
491,Along,IN,28.1667,94.7667,86.92,74,81,2.75,broken clouds
492,Turinsk,RU,58.0458,63.696,70.18,51,24,12.03,few clouds
493,Gari,RU,59.4307,62.3497,71.73,45,30,6.58,scattered clouds
494,Sur,OM,22.5667,59.5289,86.85,61,60,10.65,broken clouds
495,Corner Brook,CA,48.9667,-57.9484,53.76,91,94,3.44,overcast clouds
496,Khem Karan,IN,31.1428,74.5667,84.29,71,99,3.56,light rain
497,Basco,PH,20.4487,121.9702,86.16,73,91,15.86,overcast clouds
498,La Sarre,CA,48.8002,-79.1996,55.04,98,94,7.52,overcast clouds
499,Yar-Sale,RU,66.8333,70.8333,76.53,42,79,11.95,broken clouds
500,Poum,NC,-20.2333,164.0167,72.19,73,99,11.23,overcast clouds
501,Ostrovnoy,RU,68.0531,39.5131,50.4,84,100,13.6,overcast clouds
502,Elizabeth City,US,36.2946,-76.2511,82.42,89,20,9.22,few clouds
503,Yerbogachen,RU,61.2767,108.0108,73.89,72,96,6.4,light rain
504,Garden City,US,42.3256,-83.331,70.05,72,75,14.97,broken clouds
505,Dmitriyevskoye,RU,45.8053,41.8967,86.27,35,0,5.59,clear sky
506,Nuuk,GL,64.1835,-51.7216,45.21,87,100,3.44,light shower snow
507,Sainte-Luce,MQ,14.4673,-60.9271,78.75,78,20,5.75,few clouds
508,Jiangyou,CN,31.7667,104.7167,88.21,62,43,5.55,scattered clouds
509,Spas,UA,48.8899,24.0629,68.56,65,19,2.06,few clouds
510,Suruc,TR,36.9761,38.425,94.42,18,0,5.61,clear sky
511,Berdigestyakh,RU,62.0989,126.6992,88.72,32,40,8.86,scattered clouds
512,Tuatapere,NZ,-46.1333,167.6833,41.95,85,85,7.38,overcast clouds
513,Ormara,PK,25.2088,64.6357,82.51,79,100,13.85,overcast clouds
514,Ampanihy,MG,-24.7,44.75,68.65,64,1,14.79,clear sky
515,Ribeirao Branco,BR,-24.2208,-48.7656,66.72,68,74,4.23,broken clouds
516,Talara,PE,-4.5772,-81.2719,63.36,83,18,15.23,few clouds
517,Pierre,US,44.3683,-100.351,65.86,67,0,5.75,clear sky
518,Cullinan,ZA,-25.6709,28.5236,47.17,73,0,3.44,clear sky
519,Padang,ID,-0.9492,100.3543,80.65,90,95,9.71,overcast clouds
520,Guaruja,BR,-23.9931,-46.2564,72.75,54,41,11.1,scattered clouds
521,Jawhar,SO,2.7809,45.5005,79.88,67,65,15.35,broken clouds
522,Peleduy,RU,59.6289,112.7406,70.39,65,100,4.99,overcast clouds
523,Kamenka,RU,51.3223,42.7678,76.66,60,96,6.78,overcast clouds
524,Pyay,MM,18.8167,95.2167,97.52,43,36,6.11,scattered clouds
525,Ucluelet,CA,48.9329,-125.5528,58.08,91,29,7.09,scattered clouds
526,Lusambo,CD,-4.9667,23.45,73.71,48,69,0.58,broken clouds
527,Kenai,US,60.5544,-151.2583,71.69,51,0,5.75,clear sky
528,Road Town,VG,18.4167,-64.6167,80.69,73,4,20.0,clear sky
529,Alexandria,EG,31.2156,29.9553,80.56,74,0,5.75,clear sky
530,Soyo,AO,-6.1349,12.3689,69.37,86,30,4.59,scattered clouds
531,Krasnyy Chikoy,RU,50.3643,108.7512,73.83,47,74,1.32,broken clouds
532,Esso,RU,55.9333,158.7,59.18,59,93,8.23,light rain
533,Chapais,CA,49.7834,-74.8492,56.98,98,71,4.68,broken clouds
534,Tecalitlan,MX,19.4667,-103.3,63.43,97,100,1.43,overcast clouds
535,Qaqortoq,GL,60.7167,-46.0333,43.74,78,86,3.65,overcast clouds
536,Sikonge,TZ,-5.6333,32.7667,69.85,52,59,8.43,broken clouds
537,Katobu,ID,-4.9408,122.5276,86.09,48,63,8.77,broken clouds
538,Fort Nelson,CA,58.8053,-122.7002,62.19,94,100,3.44,light rain
539,Morondava,MG,-20.2833,44.2833,73.38,59,8,5.95,clear sky
540,Juigalpa,NI,12.1063,-85.3645,72.66,92,38,6.13,scattered clouds
541,Turukhansk,RU,65.8167,87.9833,73.83,44,1,12.12,clear sky
542,Staryy Oskol,RU,51.2967,37.8417,67.62,62,8,11.07,clear sky
543,San Francisco,US,37.7749,-122.4194,63.0,92,75,17.0,broken clouds
544,Liverpool,GB,53.4106,-2.9779,60.15,85,40,4.61,scattered clouds
545,Risor,NO,58.7206,9.2342,58.28,71,5,1.74,clear sky
546,Nouakchott,MR,18.0858,-15.9785,80.53,78,86,19.51,overcast clouds
547,Ambunti,PG,-4.2365,142.8448,87.13,63,90,2.53,overcast clouds
548,Chimoio,MZ,-19.1164,33.4833,51.66,93,20,0.0,few clouds
549,Letka,RU,59.6011,49.4232,71.78,59,39,6.78,scattered clouds
550,Moron,AR,-34.6534,-58.6198,46.96,80,1,7.29,clear sky
551,Ouadda,CF,8.0777,22.4007,67.66,95,100,4.76,overcast clouds
552,Villa Altagracia,DO,18.673,-70.171,70.05,92,26,3.31,scattered clouds
553,Seoul,KR,37.5683,126.9778,96.19,57,75,8.05,broken clouds
554,Belaya Gora,RU,68.5333,146.4167,68.38,28,79,13.13,broken clouds
555,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,49.26,85,100,17.2,overcast clouds
556,Bambanglipuro,ID,-7.95,110.2833,83.23,68,83,15.57,broken clouds
557,Powell,US,40.1578,-83.0752,75.2,80,0,4.61,clear sky
558,Pocone,BR,-16.2567,-56.6228,69.82,37,5,2.42,clear sky
559,Vestmannaeyjar,IS,63.4427,-20.2734,49.19,80,96,6.2,overcast clouds
560,Valdivia,CL,-39.8142,-73.2459,42.89,98,4,2.37,clear sky
561,Boma,GH,7.0805,-2.1697,67.24,97,81,4.38,broken clouds
562,Whitefish,US,48.4111,-114.3376,74.89,73,0,3.44,clear sky
563,Xingcheng,CN,40.6167,120.7167,76.59,86,100,3.22,overcast clouds
564,Denpasar,ID,-8.65,115.2167,82.06,78,20,21.85,few clouds
565,Oistins,BB,13.0667,-59.5333,80.69,74,75,11.5,broken clouds
566,Bumba,CD,2.1833,22.4667,69.85,97,100,3.2,overcast clouds
567,Boende,CD,-0.2167,20.8667,73.22,88,97,3.15,overcast clouds
568,Manokwari,ID,-0.8667,134.0833,84.13,68,98,9.55,overcast clouds
569,Pouebo,NC,-20.4,164.5667,71.38,79,89,9.26,overcast clouds
570,Arlit,NE,18.7369,7.3853,84.7,52,36,7.76,scattered clouds
571,Nago,JP,26.5881,127.9761,90.03,72,51,6.4,broken clouds
572,Key Biscayne,US,25.6937,-80.1628,84.22,80,20,8.05,few clouds
573,Blucina,CZ,49.055,16.6445,69.94,69,0,3.44,clear sky
574,Codrington,AU,-38.2667,141.9667,52.65,61,25,4.12,scattered clouds
575,Porto Murtinho,BR,-21.6989,-57.8825,66.31,69,90,13.27,overcast clouds
576,Fare,PF,-16.7,-151.0167,79.0,74,1,23.62,light rain
577,Tulun,RU,54.5611,100.5792,64.81,79,100,4.83,light rain
578,Maningrida,AU,-12.0667,134.2667,84.02,50,88,12.64,overcast clouds
579,Werda,BW,-25.2667,23.2833,57.31,37,62,10.42,broken clouds
580,Kirkwall,GB,58.9848,-2.9587,57.25,94,100,6.91,mist
581,Mayna,RU,54.1135,47.6231,70.9,61,51,9.28,broken clouds
582,Maneadero,MX,31.7167,-116.5667,67.1,84,19,2.13,few clouds
583,Olkhovka,RU,53.2115,60.6069,63.97,74,100,16.17,overcast clouds
584,Suclayin,PH,15.7568,121.5503,92.43,56,80,1.01,broken clouds
585,Muros,ES,42.7762,-9.0603,66.09,86,85,3.65,overcast clouds
586,Thinadhoo,MV,0.5333,72.9333,81.3,76,94,11.83,overcast clouds
587,Saint-Tite,CA,46.7334,-72.5658,70.03,99,37,2.17,scattered clouds
588,Le Port,RE,-20.9373,55.2919,74.61,68,15,4.52,few clouds
589,Vila,PT,42.0304,-8.1588,52.68,90,0,4.27,clear sky
590,Navolato,MX,24.7672,-107.6944,82.58,88,98,3.15,overcast clouds
591,Alice Town,BS,25.7167,-79.3,82.96,73,1,16.98,clear sky
592,Coihaique,CL,-45.5752,-72.0662,44.55,70,100,10.36,overcast clouds
593,San Marcos,US,33.1434,-117.1661,70.21,85,40,3.44,scattered clouds
594,Ixtapa,MX,20.7,-105.2,81.63,74,75,4.61,broken clouds
595,Petrov Val,RU,50.1434,45.2096,82.54,46,40,5.35,scattered clouds
596,Roebourne,AU,-20.7833,117.1333,79.0,22,16,10.89,few clouds
597,Berlevag,NO,70.8578,29.0864,51.8,76,40,8.05,scattered clouds
598,Salalah,OM,17.0151,54.0924,78.89,83,75,6.91,broken clouds
599,Alekseyevsk,RU,57.8406,108.3492,65.61,71,100,9.37,overcast clouds
600,Zeya,RU,53.75,127.2667,79.59,61,100,5.21,overcast clouds
601,Big Bend,SZ,-26.8167,31.9333,62.98,85,25,5.26,scattered clouds
602,Tupik,RU,54.4253,119.9327,71.24,62,24,8.25,few clouds
603,Capinopolis,BR,-18.6819,-49.5697,65.57,41,43,3.31,scattered clouds
604,Rajula,IN,21.05,71.4333,88.21,58,56,6.85,broken clouds
605,Melbu,NO,68.5044,14.8297,53.42,76,75,11.5,broken clouds
606,Mogadishu,SO,2.0371,45.3438,76.87,78,75,10.36,broken clouds
607,Bereda,ES,43.2686,-7.5406,59.14,100,45,0.51,scattered clouds
608,Ilebo,CD,-4.3167,20.5833,75.6,50,88,1.92,overcast clouds
609,Yenagoa,NG,4.9247,6.2642,72.95,95,98,3.09,overcast clouds
610,Port Blair,IN,11.6667,92.75,87.84,70,40,11.5,scattered clouds
611,Langham,CA,52.3668,-106.9679,69.64,57,0,7.38,clear sky
612,Aloleng,PH,16.1307,119.7824,85.98,71,58,7.43,broken clouds
613,Baijiantan,CN,45.6333,85.1833,101.01,12,15,19.93,few clouds
614,Kirgiz-Miyaki,RU,53.6324,54.7979,68.54,57,9,9.53,clear sky
615,Rio Gallegos,AR,-51.6226,-69.2181,41.05,75,0,21.85,clear sky
616,Samarkand,UZ,39.6542,66.9597,89.02,20,1,16.11,clear sky
617,Pringsewu,ID,-5.3582,104.9744,79.16,87,90,2.1,overcast clouds
618,San Vicente,AR,-26.6167,-54.1333,49.64,97,100,6.22,overcast clouds
619,Lavrentiya,RU,65.5833,-171.0,45.57,87,97,5.55,overcast clouds
620,Manati,PR,18.4275,-66.4921,78.87,91,3,9.37,clear sky
621,Ushumun,RU,52.7833,126.5333,83.52,42,100,5.95,overcast clouds
622,Yumen,CN,40.2833,97.2,92.3,9,25,6.35,scattered clouds
623,Den Helder,NL,52.9599,4.7593,62.98,70,100,18.41,overcast clouds
624,Entre Rios,BR,-11.9419,-38.0844,65.88,92,36,3.6,scattered clouds
625,Santa Cruz De La Palma,ES,28.6835,-17.7642,71.74,83,0,18.41,clear sky
626,Nizhnevartovsk,RU,60.9344,76.5531,68.02,60,0,13.42,clear sky
627,Plettenberg Bay,ZA,-34.0527,23.3716,55.98,67,1,5.28,clear sky
628,Maarianhamina,AX,60.0973,19.9348,60.66,72,0,8.05,clear sky
629,Port Macquarie,AU,-31.4333,152.9167,59.9,55,26,16.91,scattered clouds
630,Barsovo,RU,61.1667,73.1667,71.73,47,35,10.38,scattered clouds
631,Iskateley,RU,67.6803,53.1512,71.2,65,79,5.82,broken clouds
632,Inhambane,MZ,-23.865,35.3833,62.58,94,75,6.91,drizzle
633,Nhlangano,SZ,-27.1167,31.2,54.14,64,9,4.05,clear sky
634,Beidao,CN,34.5686,105.8933,88.27,43,17,10.04,few clouds
635,Havoysund,NO,70.9963,24.6622,52.03,74,98,11.97,overcast clouds
636,Krasnoselkup,RU,65.7,82.4667,71.78,48,0,15.3,clear sky
637,Palana,RU,59.1167,159.9667,51.33,71,98,13.71,overcast clouds
638,Storozhevaya,RU,43.8789,41.4514,71.08,58,0,3.74,clear sky
639,La Asuncion,VE,11.0333,-63.8628,78.53,100,21,6.91,few clouds
640,Saint-Leu,RE,-21.15,55.2833,73.67,68,8,4.36,clear sky
641,Iracoubo,GF,5.4802,-53.2011,75.49,90,73,5.91,broken clouds
642,Junagarh,IN,19.8667,82.9333,92.57,52,86,4.03,overcast clouds
643,Sozimskiy,RU,59.7418,52.2482,71.94,55,64,4.21,broken clouds
644,Alappuzha,IN,9.49,76.3264,93.0,80,86,6.64,overcast clouds
645,Pergamino,AR,-33.89,-60.5736,37.9,85,0,3.0,clear sky
646,Raga,SS,8.4596,25.678,70.21,92,96,6.55,overcast clouds
647,Palembang,ID,-2.9167,104.7458,87.89,66,75,5.75,broken clouds
648,Shagamu,NG,6.8432,3.6478,72.28,93,100,2.66,overcast clouds
649,Kapit,MY,2.0167,112.9333,95.11,43,47,1.92,scattered clouds
650,Hay River,CA,60.8156,-115.7999,62.58,88,75,2.3,broken clouds
651,Muroto,JP,33.2833,134.15,82.9,81,61,16.67,broken clouds
652,Igarka,RU,67.4667,86.5833,71.06,45,0,16.55,clear sky
653,Eravur,LK,7.7733,81.6095,79.34,81,100,6.78,overcast clouds
654,Oleksandrivka,UA,48.9634,32.2349,74.17,44,59,9.4,broken clouds
655,Damara,CF,4.9608,18.7035,69.49,96,100,2.28,overcast clouds
656,Casablanca,MA,33.5928,-7.6192,73.62,86,24,3.31,few clouds
657,Luba,GQ,3.4568,8.5547,73.29,83,100,6.17,overcast clouds
658,Dudinka,RU,69.4058,86.1778,69.62,49,2,6.96,clear sky
659,Bisho,ZA,-32.8472,27.4422,61.43,44,0,7.7,clear sky
660,Jizan,SA,17.3333,42.6667,92.34,48,53,4.14,broken clouds
661,Taybad,IR,34.74,60.7756,91.63,16,12,25.46,few clouds
662,Tiarei,PF,-17.5333,-149.3333,78.82,78,7,24.49,light rain
663,Celestun,MX,20.8667,-90.4,80.37,79,93,15.35,overcast clouds
664,Ambilobe,MG,-13.2,49.05,80.67,44,28,2.73,scattered clouds
665,San Angelo,US,31.4638,-100.437,89.82,41,0,9.22,clear sky
666,Charlestown,AU,-32.95,151.6667,60.12,58,16,5.01,few clouds
667,Matara,LK,5.9485,80.5353,84.24,70,100,5.66,overcast clouds
668,Karoi,ZW,-16.8099,29.6925,54.7,45,0,6.82,clear sky
669,Iquique,CL,-20.2208,-70.1431,59.04,81,54,2.91,broken clouds
670,Leshukonskoye,RU,64.8989,45.7622,70.88,82,81,5.77,broken clouds
671,Biak,ID,-0.9131,122.8766,73.02,97,100,6.24,overcast clouds
672,Nhulunbuy,AU,-12.2333,136.7667,79.41,69,75,12.66,broken clouds
673,Cam Ranh,VN,11.9214,109.1591,91.36,58,20,8.05,few clouds
674,Patiya,BD,22.2931,91.9762,91.35,70,75,0.0,broken clouds
675,Surazh,RU,53.0175,32.3918,64.62,69,31,6.6,scattered clouds
676,Luneville,FR,48.6,6.5,66.09,52,92,4.05,overcast clouds
677,Port Augusta,AU,-32.5,137.7667,66.31,24,99,8.1,overcast clouds
678,Kavieng,PG,-2.5744,150.7967,83.62,73,81,15.26,broken clouds
679,Mitchell,US,43.7094,-98.0298,59.11,85,2,7.34,clear sky
680,Port Hardy,CA,50.6996,-127.4199,62.78,88,0,4.61,clear sky
681,Naze,JP,28.3667,129.4833,79.72,89,100,8.41,moderate rain
682,Kendari,ID,-3.945,122.4989,83.21,65,84,7.61,broken clouds
683,Cururupu,BR,-1.8283,-44.8683,73.99,93,21,3.04,few clouds
684,Portel,BR,-1.9356,-50.8211,73.22,92,27,3.31,scattered clouds
685,Falun,SE,60.6036,15.626,54.21,85,31,2.3,scattered clouds
686,Huarmey,PE,-10.0681,-78.1522,60.93,86,41,8.01,scattered clouds
687,Santa Fe,AR,-31.6333,-60.7,46.98,67,0,1.99,light rain
688,Kushiro,JP,42.975,144.3747,72.55,83,75,10.36,broken clouds
689,Vizinga,RU,61.0749,50.1031,74.32,49,32,5.7,scattered clouds
690,Alice Springs,AU,-23.7,133.8833,71.15,32,12,12.66,few clouds
691,Tucuma,BR,-0.1833,-50.05,74.98,92,31,4.63,scattered clouds
692,Rawah,IQ,34.4816,41.9093,99.72,9,0,13.44,clear sky
693,Cape Canaveral,US,28.4058,-80.6048,82.98,81,0,10.36,clear sky
